number,score1,score2,diff,win,turn_score_1
479921,53,50,-3,,18
480018,53,51,-2,,17
480116,53,52,-1,,17
480214,53,53,0,,17
480312,53,54,1,,17
480409,53,55,2,,16
480507,53,56,3,,16
480606,53,57,4,,17
480704,53,58,5,,17
480802,53,59,6,,17
480901,53,60,7,,18
480999,53,61,8,,18
481097,53,62,9,,18
481196,53,63,10,,19
481294,53,64,11,,19
481392,53,65,12,,19
481491,53,66,13,,20
481589,53,67,14,,20
481687,53,68,15,,20
481786,53,69,16,,21
481885,53,70,17,,22
482008,53,71,18,1,47
482106,53,72,19,1,47
482204,53,73,20,1,47
482302,53,74,21,1,47
482400,53,75,22,1,47
482498,53,76,23,1,47
482596,53,77,24,1,47
482694,53,78,25,1,47
482792,53,79,26,1,47
482890,53,80,27,1,47
482988,53,81,28,1,47
483086,53,82,29,1,47
483184,53,83,30,1,47
483282,53,84,31,1,47
483380,53,85,32,1,47
483478,53,86,33,1,47
483576,53,87,34,1,47
483674,53,88,35,1,47
483772,53,89,36,1,47
483870,53,90,37,1,47
483968,53,91,38,1,47
484066,53,92,39,1,47
484164,53,93,40,1,47
484262,53,94,41,1,47
484360,53,95,42,1,47
484458,53,96,43,1,47
484556,53,97,44,1,47
484654,53,98,45,1,47
484752,53,99,46,1,47
484816,54,0,-54,,13
484914,54,4,-50,,13
485012,54,5,-49,,13
485110,54,6,-48,,13
485208,54,7,-47,,13
485306,54,8,-46,,13
485404,54,9,-45,,13
485502,54,10,-44,,13
485600,54,11,-43,,13
485698,54,12,-42,,13
485797,54,13,-41,,14
485895,54,14,-40,,14
485993,54,15,-39,,14
486091,54,16,-38,,14
486189,54,17,-37,,14
486288,54,18,-36,,15
486386,54,19,-35,,15
486484,54,20,-34,,15
486582,54,21,-33,,15
486680,54,22,-32,,15
486778,54,23,-31,,15
486876,54,24,-30,,15
486974,54,25,-29,,15
487072,54,26,-28,,15
487170,54,27,-27,,15
487268,54,28,-26,,15
487367,54,29,-25,,16
487465,54,30,-24,,16
487563,54,31,-23,,16
487661,54,32,-22,,16
487759,54,33,-21,,16
487857,54,34,-20,,16
487955,54,35,-19,,16
488053,54,36,-18,,16
488152,54,37,-17,,17
488250,54,38,-16,,17
488348,54,39,-15,,17
488446,54,40,-14,,17
488544,54,41,-13,,17
488642,54,42,-12,,17
488740,54,43,-11,,17
488838,54,44,-10,,17
488936,54,45,-9,,17
489034,54,46,-8,,17
489132,54,47,-7,,17
489230,54,48,-6,,17
489328,54,49,-5,,17
489426,54,50,-4,,17
489524,54,51,-3,,17
489622,54,52,-2,,17
489719,54,53,-1,,16
489817,54,54,0,,16
489915,54,55,1,,16
490013,54,56,2,,16
490112,54,57,3,,17
490210,54,58,4,,17
490308,54,59,5,,17
490406,54,60,6,,17
490505,54,61,7,,18
490603,54,62,8,,18
490701,54,63,9,,18
490800,54,64,10,,19
490898,54,65,11,,19
490996,54,66,12,,19
491095,54,67,13,,20
491193,54,68,14,,20
491292,54,69,15,,21
491415,54,70,16,1,46
491513,54,71,17,1,46
491611,54,72,18,1,46
491709,54,73,19,1,46
491807,54,74,20,1,46
491905,54,75,21,1,46
492003,54,76,22,1,46
492101,54,77,23,1,46
492199,54,78,24,1,46
492297,54,79,25,1,46
492395,54,80,26,1,46
492493,54,81,27,1,46
492591,54,82,28,1,46
492689,54,83,29,1,46
492787,54,84,30,1,46
492885,54,85,31,1,46
492983,54,86,32,1,46
493081,54,87,33,1,46
493179,54,88,34,1,46
493277,54,89,35,1,46
493375,54,90,36,1,46
493473,54,91,37,1,46
493571,54,92,38,1,46
493669,54,93,39,1,46
493767,54,94,40,1,46
493865,54,95,41,1,46
493963,54,96,42,1,46
494061,54,97,43,1,46
494159,54,98,44,1,46
494257,54,99,45,1,46
494321,55,0,-55,,12
494420,55,4,-51,,13
494518,55,5,-50,,13
494616,55,6,-49,,13
494714,55,7,-48,,13
494812,55,8,-47,,13
494910,55,9,-46,,13
495008,55,10,-45,,13
495106,55,11,-44,,13
495204,55,12,-43,,13
495303,55,13,-42,,14
495401,55,14,-41,,14
495499,55,15,-40,,14
495597,55,16,-39,,14
495695,55,17,-38,,14
495794,55,18,-37,,15
495892,55,19,-36,,15
495990,55,20,-35,,15
496088,55,21,-34,,15
496186,55,22,-33,,15
496284,55,23,-32,,15
496382,55,24,-31,,15
496480,55,25,-30,,15
496578,55,26,-29,,15
496676,55,27,-28,,15
496774,55,28,-27,,15
496872,55,29,-26,,15
496970,55,30,-25,,15
497068,55,31,-24,,15
497167,55,32,-23,,16
497265,55,33,-22,,16
497363,55,34,-21,,16
497461,55,35,-20,,16
497559,55,36,-19,,16
497657,55,37,-18,,16
497756,55,38,-17,,17
497854,55,39,-16,,17
497952,55,40,-15,,17
498050,55,41,-14,,17
498148,55,42,-13,,17
498246,55,43,-12,,17
498344,55,44,-11,,17
498442,55,45,-10,,17
498540,55,46,-9,,17
498638,55,47,-8,,17
498736,55,48,-7,,17
498834,55,49,-6,,17
498931,55,50,-5,,16
499029,55,51,-4,,16
499127,55,52,-3,,16
499225,55,53,-2,,16
499323,55,54,-1,,16
499421,55,55,0,,16
499519,55,56,1,,16
499617,55,57,2,,16
499716,55,58,3,,17
499814,55,59,4,,17
499912,55,60,5,,17
500011,55,61,6,,18
500109,55,62,7,,18
500207,55,63,8,,18
500306,55,64,9,,19
500404,55,65,10,,19
500502,55,66,11,,19
500601,55,67,12,,20
500699,55,68,13,,20
500822,55,69,14,1,45
500920,55,70,15,1,45
501018,55,71,16,1,45
501116,55,72,17,1,45
501214,55,73,18,1,45
501312,55,74,19,1,45
501410,55,75,20,1,45
501508,55,76,21,1,45
501606,55,77,22,1,45
501704,55,78,23,1,45
501802,55,79,24,1,45
501900,55,80,25,1,45
501998,55,81,26,1,45
502096,55,82,27,1,45
502194,55,83,28,1,45
502292,55,84,29,1,45
502390,55,85,30,1,45
502488,55,86,31,1,45
502586,55,87,32,1,45
502684,55,88,33,1,45
502782,55,89,34,1,45
502880,55,90,35,1,45
502978,55,91,36,1,45
503076,55,92,37,1,45
503174,55,93,38,1,45
503272,55,94,39,1,45
503370,55,95,40,1,45
503468,55,96,41,1,45
503566,55,97,42,1,45
503664,55,98,43,1,45
503762,55,99,44,1,45
503827,56,0,-56,,12
503925,56,4,-52,,12
504024,56,5,-51,,13
504122,56,6,-50,,13
504220,56,7,-49,,13
504318,56,8,-48,,13
504416,56,9,-47,,13
504514,56,10,-46,,13
504612,56,11,-45,,13
504711,56,12,-44,,14
504809,56,13,-43,,14
504907,56,14,-42,,14
505005,56,15,-41,,14
505103,56,16,-40,,14
505201,56,17,-39,,14
505300,56,18,-38,,15
505398,56,19,-37,,15
505496,56,20,-36,,15
505594,56,21,-35,,15
505692,56,22,-34,,15
505790,56,23,-33,,15
505888,56,24,-32,,15
505986,56,25,-31,,15
506084,56,26,-30,,15
506182,56,27,-29,,15
506280,56,28,-28,,15
506378,56,29,-27,,15
506476,56,30,-26,,15
506574,56,31,-25,,15
506672,56,32,-24,,15
506771,56,33,-23,,16
506869,56,34,-22,,16
506967,56,35,-21,,16
507065,56,36,-20,,16
507163,56,37,-19,,16
507261,56,38,-18,,16
507359,56,39,-17,,16
507457,56,40,-16,,16
507555,56,41,-15,,16
507654,56,42,-14,,17
507752,56,43,-13,,17
507850,56,44,-12,,17
507948,56,45,-11,,17
508046,56,46,-10,,17
508143,56,47,-9,,16
508241,56,48,-8,,16
508339,56,49,-7,,16
508437,56,50,-6,,16
508535,56,51,-5,,16
508632,56,52,-4,,15
508730,56,53,-3,,15
508829,56,54,-2,,16
508927,56,55,-1,,16
509025,56,56,0,,16
509123,56,57,1,,16
509222,56,58,2,,17
509320,56,59,3,,17
509418,56,60,4,,17
509516,56,61,5,,17
509615,56,62,6,,18
509713,56,63,7,,18
509811,56,64,8,,18
509910,56,65,9,,19
510008,56,66,10,,19
510107,56,67,11,,20
510207,56,68,12,,22
510327,56,69,13,1,44
510425,56,70,14,1,44
510523,56,71,15,1,44
510621,56,72,16,1,44
510719,56,73,17,1,44
510817,56,74,18,1,44
510915,56,75,19,1,44
511013,56,76,20,1,44
511111,56,77,21,1,44
511209,56,78,22,1,44
511307,56,79,23,1,44
511405,56,80,24,1,44
511503,56,81,25,1,44
511601,56,82,26,1,44
511699,56,83,27,1,44
511797,56,84,28,1,44
511895,56,85,29,1,44
511993,56,86,30,1,44
512091,56,87,31,1,44
512189,56,88,32,1,44
512287,56,89,33,1,44
512385,56,90,34,1,44
512483,56,91,35,1,44
512581,56,92,36,1,44
512679,56,93,37,1,44
512777,56,94,38,1,44
512875,56,95,39,1,44
512973,56,96,40,1,44
513071,56,97,41,1,44
513169,56,98,42,1,44
513267,56,99,43,1,44
513333,57,0,-57,,12
513431,57,4,-53,,12
513529,57,5,-52,,12
513628,57,6,-51,,13
513726,57,7,-50,,13
513824,57,8,-49,,13
513922,57,9,-48,,13
514020,57,10,-47,,13
514118,57,11,-46,,13
514217,57,12,-45,,14
514315,57,13,-44,,14
514413,57,14,-43,,14
514511,57,15,-42,,14
514609,57,16,-41,,14
514707,57,17,-40,,14
514805,57,18,-39,,14
514904,57,19,-38,,15
515002,57,20,-37,,15
515100,57,21,-36,,15
515198,57,22,-35,,15
515296,57,23,-34,,15
515394,57,24,-33,,15
515492,57,25,-32,,15
515590,57,26,-31,,15
515688,57,27,-30,,15
515786,57,28,-29,,15
515884,57,29,-28,,15
515982,57,30,-27,,15
516080,57,31,-26,,15
516178,57,32,-25,,15
516276,57,33,-24,,15
516375,57,34,-23,,16
516473,57,35,-22,,16
516571,57,36,-21,,16
516669,57,37,-20,,16
516767,57,38,-19,,16
516865,57,39,-18,,16
516963,57,40,-17,,16
517061,57,41,-16,,16
517159,57,42,-15,,16
517257,57,43,-14,,16
517355,57,44,-13,,16
517453,57,45,-12,,16
517551,57,46,-11,,16
517649,57,47,-10,,16
517747,57,48,-9,,16
517844,57,49,-8,,15
517942,57,50,-7,,15
518040,57,51,-6,,15
518138,57,52,-5,,15
518236,57,53,-4,,15
518334,57,54,-3,,15
518433,57,55,-2,,16
518531,57,56,-1,,16
518629,57,57,0,,16
518727,57,58,1,,16
518826,57,59,2,,17
518924,57,60,3,,17
519022,57,61,4,,17
519120,57,62,5,,17
519219,57,63,6,,18
519317,57,64,7,,18
519416,57,65,8,,19
519514,57,66,9,,19
519614,57,67,10,,21
519734,57,68,11,1,43
519832,57,69,12,1,43
519930,57,70,13,1,43
520028,57,71,14,1,43
520126,57,72,15,1,43
520224,57,73,16,1,43
520322,57,74,17,1,43
520420,57,75,18,1,43
520518,57,76,19,1,43
520616,57,77,20,1,43
520714,57,78,21,1,43
520812,57,79,22,1,43
520910,57,80,23,1,43
521008,57,81,24,1,43
521106,57,82,25,1,43
521204,57,83,26,1,43
521302,57,84,27,1,43
521400,57,85,28,1,43
521498,57,86,29,1,43
521596,57,87,30,1,43
521694,57,88,31,1,43
521792,57,89,32,1,43
521890,57,90,33,1,43
521988,57,91,34,1,43
522086,57,92,35,1,43
522184,57,93,36,1,43
522282,57,94,37,1,43
522380,57,95,38,1,43
522478,57,96,39,1,43
522576,57,97,40,1,43
522674,57,98,41,1,43
522772,57,99,42,1,43
522839,58,0,-58,,12
522937,58,4,-54,,12
523036,58,5,-53,,13
523134,58,6,-52,,13
523232,58,7,-51,,13
523330,58,8,-50,,13
523428,58,9,-49,,13
523526,58,10,-48,,13
523625,58,11,-47,,14
523723,58,12,-46,,14
523821,58,13,-45,,14
523919,58,14,-44,,14
524017,58,15,-43,,14
524115,58,16,-42,,14
524213,58,17,-41,,14
524311,58,18,-40,,14
524409,58,19,-39,,14
524507,58,20,-38,,14
524605,58,21,-37,,14
524703,58,22,-36,,14
524801,58,23,-35,,14
524899,58,24,-34,,14
524997,58,25,-33,,14
525095,58,26,-32,,14
525193,58,27,-31,,14
525292,58,28,-30,,15
525390,58,29,-29,,15
525488,58,30,-28,,15
525586,58,31,-27,,15
525684,58,32,-26,,15
525782,58,33,-25,,15
525880,58,34,-24,,15
525978,58,35,-23,,15
526076,58,36,-22,,15
526175,58,37,-21,,16
526273,58,38,-20,,16
526371,58,39,-19,,16
526469,58,40,-18,,16
526567,58,41,-17,,16
526665,58,42,-16,,16
526763,58,43,-15,,16
526861,58,44,-14,,16
526959,58,45,-13,,16
527056,58,46,-12,,15
527154,58,47,-11,,15
527252,58,48,-10,,15
527350,58,49,-9,,15
527448,58,50,-8,,15
527546,58,51,-7,,15
527644,58,52,-6,,15
527742,58,53,-5,,15
527840,58,54,-4,,15
527938,58,55,-3,,15
528037,58,56,-2,,16
528135,58,57,-1,,16
528233,58,58,0,,16
528331,58,59,1,,16
528430,58,60,2,,17
528528,58,61,3,,17
528626,58,62,4,,17
528725,58,63,5,,18
528823,58,64,6,,18
528922,58,65,7,,19
529021,58,66,8,,20
529141,58,67,9,1,42
529239,58,68,10,1,42
529337,58,69,11,1,42
529435,58,70,12,1,42
529533,58,71,13,1,42
529631,58,72,14,1,42
529729,58,73,15,1,42
529827,58,74,16,1,42
529925,58,75,17,1,42
530023,58,76,18,1,42
530121,58,77,19,1,42
530219,58,78,20,1,42
530317,58,79,21,1,42
530415,58,80,22,1,42
530513,58,81,23,1,42
530611,58,82,24,1,42
530709,58,83,25,1,42
530807,58,84,26,1,42
530905,58,85,27,1,42
531003,58,86,28,1,42
531101,58,87,29,1,42
531199,58,88,30,1,42
531297,58,89,31,1,42
531395,58,90,32,1,42
531493,58,91,33,1,42
531591,58,92,34,1,42
531689,58,93,35,1,42
531787,58,94,36,1,42
531885,58,95,37,1,42
531983,58,96,38,1,42
532081,58,97,39,1,42
532179,58,98,40,1,42
532277,58,99,41,1,42
532345,59,0,-59,,12
532443,59,4,-55,,12
532542,59,5,-54,,13
532640,59,6,-53,,13
532738,59,7,-52,,13
532836,59,8,-51,,13
532934,59,9,-50,,13
533032,59,10,-49,,13
533130,59,11,-48,,13
533229,59,12,-47,,14
533327,59,13,-46,,14
533425,59,14,-45,,14
533523,59,15,-44,,14
533621,59,16,-43,,14
533719,59,17,-42,,14
533817,59,18,-41,,14
533915,59,19,-40,,14
534013,59,20,-39,,14
534111,59,21,-38,,14
534209,59,22,-37,,14
534307,59,23,-36,,14
534405,59,24,-35,,14
534503,59,25,-34,,14
534601,59,26,-33,,14
534699,59,27,-32,,14
534797,59,28,-31,,14
534895,59,29,-30,,14
534994,59,30,-29,,15
535092,59,31,-28,,15
535190,59,32,-27,,15
535288,59,33,-26,,15
535386,59,34,-25,,15
535484,59,35,-24,,15
535582,59,36,-23,,15
535680,59,37,-22,,15
535778,59,38,-21,,15
535876,59,39,-20,,15
535974,59,40,-19,,15
536072,59,41,-18,,15
536170,59,42,-17,,15
536268,59,43,-16,,15
536366,59,44,-15,,15
536464,59,45,-14,,15
536562,59,46,-13,,15
536660,59,47,-12,,15
536757,59,48,-11,,14
536855,59,49,-10,,14
536953,59,50,-9,,14
537051,59,51,-8,,14
537150,59,52,-7,,15
537248,59,53,-6,,15
537346,59,54,-5,,15
537444,59,55,-4,,15
537542,59,56,-3,,15
537641,59,57,-2,,16
537739,59,58,-1,,16
537837,59,59,0,,16
537935,59,60,1,,16
538034,59,61,2,,17
538132,59,62,3,,17
538230,59,63,4,,17
538329,59,64,5,,18
538429,59,65,6,,20
538548,59,66,7,1,41
538646,59,67,8,1,41
538744,59,68,9,1,41
538842,59,69,10,1,41
538940,59,70,11,1,41
539038,59,71,12,1,41
539136,59,72,13,1,41
539234,59,73,14,1,41
539332,59,74,15,1,41
539430,59,75,16,1,41
539528,59,76,17,1,41
539626,59,77,18,1,41
539724,59,78,19,1,41
539822,59,79,20,1,41
539920,59,80,21,1,41
540018,59,81,22,1,41
540116,59,82,23,1,41
540214,59,83,24,1,41
540312,59,84,25,1,41
540410,59,85,26,1,41
540508,59,86,27,1,41
540606,59,87,28,1,41
540704,59,88,29,1,41
540802,59,89,30,1,41
540900,59,90,31,1,41
540998,59,91,32,1,41
541096,59,92,33,1,41
541194,59,93,34,1,41
541292,59,94,35,1,41
541390,59,95,36,1,41
541488,59,96,37,1,41
541586,59,97,38,1,41
541684,59,98,39,1,41
541782,59,99,40,1,41
541851,60,0,-60,,12
541949,60,4,-56,,12
542048,60,5,-55,,13
542146,60,6,-54,,13
542244,60,7,-53,,13
542342,60,8,-52,,13
542440,60,9,-51,,13
542538,60,10,-50,,13
542636,60,11,-49,,13
542734,60,12,-48,,13
542833,60,13,-47,,14
542931,60,14,-46,,14
543029,60,15,-45,,14
543127,60,16,-44,,14
543225,60,17,-43,,14
543323,60,18,-42,,14
543421,60,19,-41,,14
543519,60,20,-40,,14
543617,60,21,-39,,14
543715,60,22,-38,,14
543813,60,23,-37,,14
543911,60,24,-36,,14
544009,60,25,-35,,14
544107,60,26,-34,,14
544205,60,27,-33,,14
544303,60,28,-32,,14
544401,60,29,-31,,14
544499,60,30,-30,,14
544597,60,31,-29,,14
544696,60,32,-28,,15
544794,60,33,-27,,15
544892,60,34,-26,,15
544990,60,35,-25,,15
545088,60,36,-24,,15
545186,60,37,-23,,15
545284,60,38,-22,,15
545382,60,39,-21,,15
545480,60,40,-20,,15
545578,60,41,-19,,15
545676,60,42,-18,,15
545774,60,43,-17,,15
545871,60,44,-16,,14
545969,60,45,-15,,14
546067,60,46,-14,,14
546165,60,47,-13,,14
546263,60,48,-12,,14
546361,60,49,-11,,14
546459,60,50,-10,,14
546557,60,51,-9,,14
546655,60,52,-8,,14
546754,60,53,-7,,15
546852,60,54,-6,,15
546950,60,55,-5,,15
547048,60,56,-4,,15
547146,60,57,-3,,15
547245,60,58,-2,,16
547343,60,59,-1,,16
547441,60,60,0,,16
547540,60,61,1,,17
547638,60,62,2,,17
547737,60,63,3,,18
547836,60,64,4,,19
547955,60,65,5,1,40
548053,60,66,6,1,40
548151,60,67,7,1,40
548249,60,68,8,1,40
548347,60,69,9,1,40
548445,60,70,10,1,40
548543,60,71,11,1,40
548641,60,72,12,1,40
548739,60,73,13,1,40
548837,60,74,14,1,40
548935,60,75,15,1,40
549033,60,76,16,1,40
549131,60,77,17,1,40
549229,60,78,18,1,40
549327,60,79,19,1,40
549425,60,80,20,1,40
549523,60,81,21,1,40
549621,60,82,22,1,40
549719,60,83,23,1,40
549817,60,84,24,1,40
549915,60,85,25,1,40
550013,60,86,26,1,40
550111,60,87,27,1,40
550209,60,88,28,1,40
550307,60,89,29,1,40
550405,60,90,30,1,40
550503,60,91,31,1,40
550601,60,92,32,1,40
550699,60,93,33,1,40
550797,60,94,34,1,40
550895,60,95,35,1,40
550993,60,96,36,1,40
551091,60,97,37,1,40
551189,60,98,38,1,40
551287,60,99,39,1,40
551357,61,0,-61,,12
551455,61,4,-57,,12
551554,61,5,-56,,13
551652,61,6,-55,,13
551750,61,7,-54,,13
551848,61,8,-53,,13
551946,61,9,-52,,13
552044,61,10,-51,,13
552142,61,11,-50,,13
552240,61,12,-49,,13
552338,61,13,-48,,13
552436,61,14,-47,,13
552534,61,15,-46,,13
552632,61,16,-45,,13
552730,61,17,-44,,13
552828,61,18,-43,,13
552926,61,19,-42,,13
553024,61,20,-41,,13
553122,61,21,-40,,13
553220,61,22,-39,,13
553318,61,23,-38,,13
553417,61,24,-37,,14
553515,61,25,-36,,14
553613,61,26,-35,,14
553711,61,27,-34,,14
553809,61,28,-33,,14
553907,61,29,-32,,14
554005,61,30,-31,,14
554103,61,31,-30,,14
554201,61,32,-29,,14
554299,61,33,-28,,14
554397,61,34,-27,,14
554495,61,35,-26,,14
554594,61,36,-25,,15
554692,61,37,-24,,15
554790,61,38,-23,,15
554888,61,39,-22,,15
554985,61,40,-21,,14
555083,61,41,-20,,14
555181,61,42,-19,,14
555279,61,43,-18,,14
555377,61,44,-17,,14
555475,61,45,-16,,14
555573,61,46,-15,,14
555670,61,47,-14,,13
555768,61,48,-13,,13
555867,61,49,-12,,14
555965,61,50,-11,,14
556063,61,51,-10,,14
556161,61,52,-9,,14
556259,61,53,-8,,14
556358,61,54,-7,,15
556456,61,55,-6,,15
556554,61,56,-5,,15
556652,61,57,-4,,15
556751,61,58,-3,,16
556849,61,59,-2,,16
556947,61,60,-1,,16
557046,61,61,0,,17
557144,61,62,1,,17
557244,61,63,2,,19
557362,61,64,3,1,39
557460,61,65,4,1,39
557558,61,66,5,1,39
557656,61,67,6,1,39
557754,61,68,7,1,39
557852,61,69,8,1,39
557950,61,70,9,1,39
558048,61,71,10,1,39
558146,61,72,11,1,39
558244,61,73,12,1,39
558342,61,74,13,1,39
558440,61,75,14,1,39
558538,61,76,15,1,39
558636,61,77,16,1,39
558734,61,78,17,1,39
558832,61,79,18,1,39
558930,61,80,19,1,39
559028,61,81,20,1,39
559126,61,82,21,1,39
559224,61,83,22,1,39
559322,61,84,23,1,39
559420,61,85,24,1,39
559518,61,86,25,1,39
559616,61,87,26,1,39
559714,61,88,27,1,39
559812,61,89,28,1,39
559910,61,90,29,1,39
560008,61,91,30,1,39
560106,61,92,31,1,39
560204,61,93,32,1,39
560302,61,94,33,1,39
560400,61,95,34,1,39
560498,61,96,35,1,39
560596,61,97,36,1,39
560694,61,98,37,1,39
560792,61,99,38,1,39
560863,62,0,-62,,12
560961,62,4,-58,,12
561059,62,5,-57,,12
561158,62,6,-56,,13
561256,62,7,-55,,13
561354,62,8,-54,,13
561452,62,9,-53,,13
561550,62,10,-52,,13
561648,62,11,-51,,13
561746,62,12,-50,,13
561844,62,13,-49,,13
561942,62,14,-48,,13
562040,62,15,-47,,13
562138,62,16,-46,,13
562236,62,17,-45,,13
562334,62,18,-44,,13
562432,62,19,-43,,13
562530,62,20,-42,,13
562628,62,21,-41,,13
562726,62,22,-40,,13
562824,62,23,-39,,13
562922,62,24,-38,,13
563020,62,25,-37,,13
563118,62,26,-36,,13
563217,62,27,-35,,14
563315,62,28,-34,,14
563413,62,29,-33,,14
563511,62,30,-32,,14
563609,62,31,-31,,14
563707,62,32,-30,,14
563805,62,33,-29,,14
563903,62,34,-28,,14
564001,62,35,-27,,14
564099,62,36,-26,,14
564197,62,37,-25,,14
564295,62,38,-24,,14
564393,62,39,-23,,14
564491,62,40,-22,,14
564589,62,41,-21,,14
564687,62,42,-20,,14
564784,62,43,-19,,13
564882,62,44,-18,,13
564980,62,45,-17,,13
565078,62,46,-16,,13
565176,62,47,-15,,13
565274,62,48,-14,,13
565372,62,49,-13,,13
565471,62,50,-12,,14
565569,62,51,-11,,14
565667,62,52,-10,,14
565765,62,53,-9,,14
565863,62,54,-8,,14
565962,62,55,-7,,15
566060,62,56,-6,,15
566158,62,57,-5,,15
566257,62,58,-4,,16
566355,62,59,-3,,16
566453,62,60,-2,,16
566552,62,61,-1,,17
566652,62,62,0,,19
566769,62,63,1,1,38
566867,62,64,2,1,38
566965,62,65,3,1,38
567063,62,66,4,1,38
567161,62,67,5,1,38
567259,62,68,6,1,38
567357,62,69,7,1,38
567455,62,70,8,1,38
567553,62,71,9,1,38
567651,62,72,10,1,38
567749,62,73,11,1,38
567847,62,74,12,1,38
567945,62,75,13,1,38
568043,62,76,14,1,38
568141,62,77,15,1,38
568239,62,78,16,1,38
568337,62,79,17,1,38
568435,62,80,18,1,38
568533,62,81,19,1,38
568631,62,82,20,1,38
568729,62,83,21,1,38
568827,62,84,22,1,38
568925,62,85,23,1,38
569023,62,86,24,1,38
569121,62,87,25,1,38
569219,62,88,26,1,38
569317,62,89,27,1,38
569415,62,90,28,1,38
569513,62,91,29,1,38
569611,62,92,30,1,38
569709,62,93,31,1,38
569807,62,94,32,1,38
569905,62,95,33,1,38
570003,62,96,34,1,38
570101,62,97,35,1,38
570199,62,98,36,1,38
570297,62,99,37,1,38
570369,63,0,-63,,12
570467,63,4,-59,,12
570565,63,5,-58,,12
570664,63,6,-57,,13
570762,63,7,-56,,13
570860,63,8,-55,,13
570958,63,9,-54,,13
571056,63,10,-53,,13
571154,63,11,-52,,13
571252,63,12,-51,,13
571350,63,13,-50,,13
571448,63,14,-49,,13
571546,63,15,-48,,13
571644,63,16,-47,,13
571742,63,17,-46,,13
571840,63,18,-45,,13
571938,63,19,-44,,13
572036,63,20,-43,,13
572134,63,21,-42,,13
572232,63,22,-41,,13
572330,63,23,-40,,13
572428,63,24,-39,,13
572526,63,25,-38,,13
572624,63,26,-37,,13
572722,63,27,-36,,13
572820,63,28,-35,,13
572918,63,29,-34,,13
573017,63,30,-33,,14
573115,63,31,-32,,14
573213,63,32,-31,,14
573311,63,33,-30,,14
573409,63,34,-29,,14
573507,63,35,-28,,14
573605,63,36,-27,,14
573703,63,37,-26,,14
573801,63,38,-25,,14
573898,63,39,-24,,13
573996,63,40,-23,,13
574094,63,41,-22,,13
574192,63,42,-21,,13
574290,63,43,-20,,13
574388,63,44,-19,,13
574486,63,45,-18,,13
574584,63,46,-17,,13
574682,63,47,-16,,13
574780,63,48,-15,,13
574878,63,49,-14,,13
574976,63,50,-13,,13
575075,63,51,-12,,14
575173,63,52,-11,,14
575271,63,53,-10,,14
575369,63,54,-9,,14
575468,63,55,-8,,15
575566,63,56,-7,,15
575664,63,57,-6,,15
575762,63,58,-5,,15
575861,63,59,-4,,16
575960,63,60,-3,,17
576060,63,61,-2,,19
576176,63,62,-1,1,37
576274,63,63,0,1,37
576372,63,64,1,1,37
576470,63,65,2,1,37
576568,63,66,3,1,37
576666,63,67,4,1,37
576764,63,68,5,1,37
576862,63,69,6,1,37
576960,63,70,7,1,37
577058,63,71,8,1,37
577156,63,72,9,1,37
577254,63,73,10,1,37
577352,63,74,11,1,37
577450,63,75,12,1,37
577548,63,76,13,1,37
577646,63,77,14,1,37
577744,63,78,15,1,37
577842,63,79,16,1,37
577940,63,80,17,1,37
578038,63,81,18,1,37
578136,63,82,19,1,37
578234,63,83,20,1,37
578332,63,84,21,1,37
578430,63,85,22,1,37
578528,63,86,23,1,37
578626,63,87,24,1,37
578724,63,88,25,1,37
578822,63,89,26,1,37
578920,63,90,27,1,37
579018,63,91,28,1,37
579116,63,92,29,1,37
579214,63,93,30,1,37
579312,63,94,31,1,37
579410,63,95,32,1,37
579508,63,96,33,1,37
579606,63,97,34,1,37
579704,63,98,35,1,37
579802,63,99,36,1,37
579875,64,0,-64,,12
579973,64,4,-60,,12
580071,64,5,-59,,12
580169,64,6,-58,,12
580267,64,7,-57,,12
580365,64,8,-56,,12
580463,64,9,-55,,12
580561,64,10,-54,,12
580660,64,11,-53,,13
580758,64,12,-52,,13
580855,64,13,-51,,12
580953,64,14,-50,,12
581051,64,15,-49,,12
581149,64,16,-48,,12
581247,64,17,-47,,12
581345,64,18,-46,,12
581444,64,19,-45,,13
581542,64,20,-44,,13
581640,64,21,-43,,13
581738,64,22,-42,,13
581836,64,23,-41,,13
581934,64,24,-40,,13
582032,64,25,-39,,13
582130,64,26,-38,,13
582228,64,27,-37,,13
582326,64,28,-36,,13
582424,64,29,-35,,13
582522,64,30,-34,,13
582620,64,31,-33,,13
582718,64,32,-32,,13
582816,64,33,-31,,13
582914,64,34,-30,,13
583012,64,35,-29,,13
583110,64,36,-28,,13
583208,64,37,-27,,13
583306,64,38,-26,,13
583404,64,39,-25,,13
583502,64,40,-24,,13
583600,64,41,-23,,13
583697,64,42,-22,,12
583795,64,43,-21,,12
583893,64,44,-20,,12
583992,64,45,-19,,13
584090,64,46,-18,,13
584188,64,47,-17,,13
584286,64,48,-16,,13
584384,64,49,-15,,13
584482,64,50,-14,,13
584581,64,51,-13,,14
584679,64,52,-12,,14
584777,64,53,-11,,14
584875,64,54,-10,,14
584974,64,55,-9,,15
585072,64,56,-8,,15
585170,64,57,-7,,15
585269,64,58,-6,,16
585367,64,59,-5,,16
585485,64,60,-4,1,36
585583,64,61,-3,1,36
585681,64,62,-2,1,36
585779,64,63,-1,1,36
585877,64,64,0,1,36
